audit_id,audit_batch_id,release_version,audited_at,reviewer,audit_method,audit_decision,audit_confidence,audit_tags,audit_note,stratum,edge_id,subject_id,subject_name,subject_category,predicate,qualified_predicate,object_id,object_name,object_category,evidence_count,edge_confidence_score,source_xref,supporting_document_year,supporting_text_section_type,study_result_id,extraction_confidence_score,subject_mention,object_mention,subject_mention_match,object_mention_match,supporting_text
tmkp-2026-04-21-edge-audit-batch-001-1511,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch|model_or_assay_context|treatment_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:19ab5589-34ff-4953-947e-70899b00c5cb,CHEBI:17303,Morphine,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002027,Abdominal pain,biolink:PhenotypicFeature,1,0.808408,PMC4469963,2015,INTRO,tmkp:edeb9943e6a7c19e43053021fc52e15329643092033f2601a8a4700b186bf0e0,0.808408,Opium,abdominal pain,false,true,"Opium (Papaver somniferum) was advised for treatment of arthralgia, sciatica, gout, muscle pain and nerve injury, otitis, blepharitis, urogenital pain, abdominal pain, uterine pain, colic, postoperative pain, and chronic pain in the Canon."
tmkp-2026-04-21-edge-audit-batch-001-1512,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,cohort_or_exposure_context|mention_mismatch|model_or_assay_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:34f55fc8-292a-441b-9e59-90208f56b6f4,UNII:G2AE2VE07O,Revefenacin,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0100543,Cognitive impairment,biolink:PhenotypicFeature,2,0.929388,PMC7216337,2020,DISCUSS,tmkp:77f493978e018e2b69d31d980820dcfa0b52376ba8c05e893abc0b5a7f508ee3,0.929587,revefenacin,mental impairments,true,false,"Results of this analysis also demonstrated significant improvements in FEV1 in patients who received revefenacin among subgroups aged >?65?years and >?75?years, and cognitive/mental impairments, versus those who received placebo."
tmkp-2026-04-21-edge-audit-batch-001-1513,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,cohort_or_exposure_context|generic_object|mention_mismatch|treatment_context,mention text has weak lexical agreement with normalized label; object label is generic or low-specificity,chemical_phenotype_treatment,urn:uuid:4b756b00-dadf-4bf5-96c7-e00b603e3e0c,CHEBI:91541,LSM-1330,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0012531,Pain,biolink:PhenotypicFeature,3,0.716037,PMID:21329622,2011,title,tmkp:e608d34f460cdd2a7ac9ea4af9fc64ff30ae69e14e72cd7e35db63fbdc451b77,0.716037,hyoscine,pain,false,true,Efficacy and tolerability of two oral hyoscine butylbromide formulations in Chinese patients with recurrent episodes of self-reported gastric or intestinal spasm-like pain.
tmkp-2026-04-21-edge-audit-batch-001-1514,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,adverse_or_risk_context|list_or_cross_product_context|treatment_context,evidence looks like a list context that may cross-product entities; treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:0a40d50e-82eb-481f-8db7-0db04a1fb4fb,CHEBI:63638,Vigabatrin,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002329,Drowsiness,biolink:PhenotypicFeature,2,0.87308,PMID:22061182,2011,abstract,tmkp:4060cdf30323efc8af2eac80e2b65911ade05a9b1f0f0c67053ad43bbd74142d,0.87308,vigabatrin,drowsiness,true,true,"The most common treatment-related adverse events were central nervous system effects, including drowsiness, dizziness, headache, and fatigue, with adjunctive vigabatrin in adults with rCPS, and sedation, somnolence, and irritability with vigabatrin monotherapy in infants with IS."
tmkp-2026-04-21-edge-audit-batch-001-1515,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|mention_mismatch|treatment_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:65802a9e-15e0-457f-8e96-eed93b05b10e,CHEBI:9725,Alimemazine,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002329,Drowsiness,biolink:PhenotypicFeature,1,0.966826,PMID:13629347,1959,abstract,tmkp:1e8ce1ca327bad7f9d9ac694947821366f6833bbb06b58c9adbb8964209ecd25,0.966826,trimeprazine,drowsiness,false,true,"A new antipruritic, trimeprazine, was used in the treatment of itching associated with a variety of dermatologic disorders in 215 patients.Good to excellent relief of itching was experienced by 71 per cent of the patients, fair relief by 15 per cent and poor relief by 14 per cent.Side effects included mild and transient drowsiness or dizziness that cleared spontaneously; six cases of drowsiness that necessitated discontinuance of the drug; three cases of drowsiness that was controlled by reduction of the dosage; and one case of generalized eruption that cleared upon discontinuance of the drug."
tmkp-2026-04-21-edge-audit-batch-001-1516,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|mention_mismatch|treatment_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:7a70f9b5-ba57-48d7-a545-d415c3532677,CHEBI:3962,Curcumin,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0003073,Hypoalbuminemia,biolink:PhenotypicFeature,2,0.880093,PMID:10694226,2000,abstract,tmkp:a57cbad4ce7976e467e55a209511fb0c680ab5dd514a3363f724929fc6a8778c,0.880106,curcumin,hypoalbuminaemia,true,false,"Treatment with curcumin markedly protected against ADR-induced proteinuria, albuminuria, hypoalbuminaemia and hyperlipidaemia."
tmkp-2026-04-21-edge-audit-batch-001-1517,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:8d34a072-be0c-4ac6-932f-57c128584140,CHEBI:17026,Progesterone,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0001289,Confusion,biolink:PhenotypicFeature,1,0.675558,PMID:19497309,2009,abstract,tmkp:fa9e897c1401b360377b202c5ed647e904185ae0610ebbf54040eba853cea8be,0.675558,progesterone,disability,true,false,"Here we studied if progesterone also prevented axonal damage, a main cause of neurological disability."
tmkp-2026-04-21-edge-audit-batch-001-1518,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:1b4b2acc-616f-49d9-8042-cd405b68f42b,CHEBI:34605,CX516,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0100543,Cognitive impairment,biolink:PhenotypicFeature,24,0.901791,PMID:17487227,2008,title,tmkp:520aaba0e80b0d6bc733aa25567b44b2c97ebcc6cb9089cbf4baf495b0efdad1,0.902106,CX516,cognitive deficits,true,true,"A placebo-controlled add-on trial of the Ampakine, CX516, for cognitive deficits in schizophrenia."
tmkp-2026-04-21-edge-audit-batch-001-1519,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,biomarker_or_expression_context,"evidence supports expression/biomarker context, not necessarily causality",chemical_phenotype_treatment,urn:uuid:b1b2eccb-76aa-4554-87ae-7ed183f38700,CHEBI:59163,biomarker,biolink:ChemicalEntity,biolink:treats_or_applied_or_studied_to_treat,,HP:0100806,Sepsis,biolink:PhenotypicFeature,1,0.700406,PMC6801868,2019,INTRO,tmkp:80aea5c5c35a038ea86e496f5afef0afac57b1e19b17bbbf9539d1f33a45a7ef,0.700406,Biomarkers,Sepsis,true,true,Biomarkers for Critical Illness and Sepsis
tmkp-2026-04-21-edge-audit-batch-001-1520,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,low,adverse_or_risk_context,evidence has co-mentions but no high-confidence audit rule fired,chemical_phenotype_treatment,urn:uuid:198bee3a-180f-4877-b1e7-d88523247949,CHEBI:5383,Glimepiride,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0001824,Weight loss,biolink:PhenotypicFeature,1,0.900885,PMC4974722,2016,CONCL,tmkp:8604e86ee8fca60963ea315485b94e3e2866ab020462efff191fbd764f9f5c4b,0.900885,glimepiride,weight loss,true,true,"Compared with glimepiride, canagliflozin resulted in improvement in QMs related to BP and weight loss, and was additionally associated with fewer incidences of hypoglycemic events."
tmkp-2026-04-21-edge-audit-batch-001-1521,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,model_or_assay_context|treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:c4dfe83e-9044-4705-970e-27b1d22ef449,UNII:QMS40680K6,Palifermin,biolink:ChemicalEntity,biolink:treats_or_applied_or_studied_to_treat,,HP:0001824,Weight loss,biolink:PhenotypicFeature,2,0.965359,PMC7408552,2020,INTRO,tmkp:ce6c3d250256b4ce9157fca15651190bfb99088053b8a2159ddefbce8be8dff9,0.968631,palifermin,weight loss,true,true,"Palifermin is the only drug approved by the Food and Drug Administration (FDA) for mucositis therapy in the U.S.. Mucosal atrophy, weight loss, accelerated mucosal regeneration, and decreased ulceration in patients are all preventively treated with palifermin."
tmkp-2026-04-21-edge-audit-batch-001-1522,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|mechanism_context|mention_mismatch|model_or_assay_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:282bfc0c-2cc6-4293-937c-4b5cc7c14bd0,CHEBI:7035,Muscimol,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0001945,Fever,biolink:PhenotypicFeature,3,0.749288,PMID:26998558,2016,abstract,tmkp:614f01039d1b13ace496aeb73842d47182a4b40b02a20996ae137c63a024214f,0.749282,muscimol,hyperthermia,true,false,"The results indicated that the inhibition of cellular activity induced by the GABAA-receptor agonist muscimol centered in the RPa region reliably attenuated acute audiogenic stress-evoked tachycardia and hyperthermia, compared with vehicle-injected rats."
tmkp-2026-04-21-edge-audit-batch-001-1523,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:8328cb12-222b-4f4b-bada-a35c9aa396ce,CHEBI:18295,Histamine,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0012444,Brain atrophy,biolink:PhenotypicFeature,1,0.715302,PMID:26025658,2016,abstract,tmkp:7c34d80c9ec477d541ea68bfc0b9576efb1faaa11e5c8eb131e2ca87bb825590,0.715302,histamine,brain atrophy,true,true,"Furthermore, the option to use histamine-related agents as neurogenesis-stimulating therapy that counteracts progressive brain atrophy in Alzheimer's disease is considered."
tmkp-2026-04-21-edge-audit-batch-001-1524,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:30836544-176d-48e7-992b-faf03dceeae7,CHEBI:42797,Gabapentin,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0012444,Brain atrophy,biolink:PhenotypicFeature,6,0.84109,PMID:18391849,2008,abstract,tmkp:3732cb60d3464becdb5fd72c138dbdd786f400ec27f5eb5ba95b92102c6765fc,0.841155,Gabapentin,brain atrophy,true,true,Gabapentin significantly decreased acute seizures at 200 mg/kg and reduced brain atrophy at doses of 150 and 200 mg/kg but not at lower doses.
tmkp-2026-04-21-edge-audit-batch-001-1525,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,list_or_cross_product_context|treatment_context,evidence looks like a list context that may cross-product entities; treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:d6041427-b74f-4a49-b70a-868838fb0218,UNII:4X4HLN92OT,Tribulus terrestris,biolink:ChemicalEntity,biolink:treats_or_applied_or_studied_to_treat,,HP:0000969,Edema,biolink:PhenotypicFeature,6,0.78477,PMC6136460,2018,INTRO,tmkp:4034102be0320bf2dad11ff05453b520477e8f8cacb3361cd233973097d08058,0.785262,Tribulus terrestris,edema,true,true,"Tribulus terrestris has been used in folk medicine throughout history to treat conditions such as impotence, rheumatism, edema, hypertension, and kidney stones."
tmkp-2026-04-21-edge-audit-batch-001-1526,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,cohort_or_exposure_context|treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:448c8ccf-32fa-44ff-807d-767afd697077,UNII:B72HH48FLU,Infliximab,biolink:ChemicalEntity,biolink:treats_or_applied_or_studied_to_treat,,HP:0004326,Cachexia,biolink:PhenotypicFeature,2,0.825214,PMID:18257397,2008,abstract,tmkp:7b60b025ccc5f378acb0df2c4b782641b6ae9a4df0483f1b171c0424fdc99156,0.795204,infliximab,cachexia,true,true,"To evaluate the safety and efficacy of infliximab administered with gemcitabine to treat cancer cachexia and to explore a functional measure of clinical benefit, investigators involved in this multicenter, phase II, placebo-controlled study randomized 89 patients with stage II-IV pancreatic cancer and cachexia to receive either placebo or 3 mg/ kg or 5 mg/kg of infliximab at weeks 0, 2, and 4 and then every 4 weeks to week 24; patients also received 1,000 mg/m2 of gemcitabine weekly from weeks 0-6 and then for 3 of every 4 weeks until their disease progressed."
tmkp-2026-04-21-edge-audit-batch-001-1527,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,model_or_assay_context,evidence appears model or assay based,chemical_phenotype_treatment,urn:uuid:3d78ea47-b7cc-44bd-95d7-c32bd4f065f3,CHEBI:15428,Glycine,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0001700,Myocardial necrosis,biolink:PhenotypicFeature,1,0.806056,PMC6349428,2019,INTRO,tmkp:a033bb246691852a47679cb051442185831bb47d8251063f1ef783e561a6c40f,0.806056,glycine,myocardial necrosis,true,true,"Moreover, glycine prevented myocardial necrosis after prolonged hypoxia or hypoxia-reoxygenation in isolated rat heart."
tmkp-2026-04-21-edge-audit-batch-001-1528,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|list_or_cross_product_context|mechanism_context|mention_mismatch|model_or_assay_context|treatment_context,mention text has weak lexical agreement with normalized label; evidence looks like a list context that may cross-product entities,chemical_phenotype_treatment,urn:uuid:54a32146-fb3c-47e8-9021-39b92fa8523e,CHEBI:64153,Tanespimycin,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0007373,Motor neuron atrophy,biolink:PhenotypicFeature,1,1.06398,PMC3376774,2012,INTRO,tmkp:6df02a4558e78114a4fa1821ce7678fe02a4468878f1332da3ece55859967e42,1.06398,17-AAG,motor neuron degeneration,false,true,"Treatment with potent Hsp90 inhibitors, such as 17-(allylamino)-17-demethoxygeldanamycin (17-AAG) or its derivative 17-(dimethylaminoethylamino)-17-demethoxygeldanamycin (17-DMAG), enhanced proteasomal degradation of the monomeric and aggregated mutant AR, reduced motor neuron degeneration, and increased survival in SBMA mice (Figure 1)."
tmkp-2026-04-21-edge-audit-batch-001-1529,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,cohort_or_exposure_context|mention_mismatch|treatment_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:d2236dc9-d686-4c7f-9bb3-106fba0bfd88,CHEBI:17234,D-glucose,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0001259,Coma,biolink:PhenotypicFeature,2,0.578366,PMID:3963986,1986,abstract,tmkp:86461e1dc74a507f456a90bbd8892883e8a5b4ea11f3fa5fdb4025a9ee3a54b4,0.579125,dextrose,coma,false,true,"Three patients with hyperosmolar coma were treated with intravenous isotonic saline, dextrose, and hypotonic saline solutions."
tmkp-2026-04-21-edge-audit-batch-001-1530,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,mechanism_context|model_or_assay_context|treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:b81af06e-1629-45f8-b485-0bfd8b2a42b0,CHEBI:50122,Rosiglitazone,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0100543,Cognitive impairment,biolink:PhenotypicFeature,14,0.748255,PMID:28522250,2017,abstract,tmkp:db8e2628204c0d9e6cdd4061fe73c7242b8331b8ecff97bb2abfed66a7bb538c,0.748354,rosiglitazone,Cognitive impairment,true,true,"Cognitive impairment in humans with Alzheimer's disease (AD) and in animal models of A?-pathology can be ameliorated by treatments with the nuclear receptor peroxisome proliferator-activated receptor-gamma (PPAR?) agonists, such as rosiglitazone (RSG)."
tmkp-2026-04-21-edge-audit-batch-001-1531,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:bfb75d1f-178d-4915-8e9f-51033de9ea87,CHEBI:18332,Levothyroxine,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0004308,Ventricular arrhythmia,biolink:PhenotypicFeature,4,0.724199,PMID:18399973,2008,abstract,tmkp:ad5d07a5fd32eca91e647d16b45ba5fa42e84780508925fd3050bcec55462bcc,0.725778,levothyroxine,ventricular arrhythmias,true,true,"With levothyroxine therapy, her ventricular arrhythmias rapidly abated, with subsequent normalization of LV function and the QT interval."
tmkp-2026-04-21-edge-audit-batch-001-1532,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:1c437126-5315-4bfc-814a-acb308f6546e,CHEBI:28148,Sodium stibogluconate,biolink:ChemicalEntity,biolink:treats_or_applied_or_studied_to_treat,,HP:0001945,Fever,biolink:PhenotypicFeature,3,0.830361,PMC7132962,2020,ABSTRACT,tmkp:4b011975d5f57e0e2e0227dd3459b445101db1eb8bbe20234fce48801c762804,0.83078,Sodium stibogluconate,fever,true,true,"Of the 133 cases, 102 (77%) presented with fever, 43 (32%) with splenomegaly, 26 (20%) with hepatomegaly and 96 (72%) were managed with Sodium stibogluconate (SSG) monotherapy."
tmkp-2026-04-21-edge-audit-batch-001-1533,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:813fd1c0-db9e-4256-9bbb-0bc45335f760,CHEBI:76016,Vortioxetine,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0000360,Tinnitus,biolink:PhenotypicFeature,5,0.948409,PMC8091421,2021,ABSTRACT,tmkp:8fdff3fc6d2336e15cbe176eedfd0690e86a2a1a3a070045ecf4febd9eb076a7,0.949045,vortioxetine,tinnitus,true,true,We reported a case involving a patient diagnosed with major depression with associated burning mouth syndrome (BMS) and tinnitus who was successfully treated with vortioxetine.
tmkp-2026-04-21-edge-audit-batch-001-1534,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mechanism_context|mention_mismatch|model_or_assay_context|treatment_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:c288198c-9cc1-4e8e-8905-7e41cea39f44,CHEBI:17632,Nitrate,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002119,Ventriculomegaly,biolink:PhenotypicFeature,6,0.754379,PMID:2152634,1990,abstract,tmkp:315408e0bbd4342cab085b32a2453658e6d94a7617ad81c82b2f54c91e8d57a5,0.759131,nitrates,ventricular dilation,true,false,"Clinical studies with calcium channel antagonists, nitrates and, specially converting enzyme inhibitors have shown significant improvement in the degree of ventricular dilation, hemodynamics and exercise tolerance as a compared to placebo treated patients."
tmkp-2026-04-21-edge-audit-batch-001-1535,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,biomarker_or_expression_context|list_or_cross_product_context|model_or_assay_context,"evidence looks like a list context that may cross-product entities; evidence supports expression/biomarker context, not necessarily causality",chemical_phenotype_treatment,urn:uuid:d715beb9-68a4-4c57-a971-3f45f4ff7b09,CHEBI:3380,Captopril,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0032263,Increased blood pressure,biolink:PhenotypicFeature,1,0.775683,PMC7851407,2021,INTRO,tmkp:79f506c945608a2c3f367997a655b3f0a27987d68261bc9efb83d557d539d27e,0.775683,captopril,increased blood pressure,true,true,"In the work reported here, we studied the effects of candesartan (an AT1 receptor blocker) and captopril (an ACEI) on lung levels of ACE2 and major components of lung RAS in young adult rats and in rat models of individuals vulnerable to severe COVID-19, such as rats with metabolic syndrome (obesity, increased blood pressure, hyperglycemia) and aged rats."
tmkp-2026-04-21-edge-audit-batch-001-1536,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,low,,evidence has co-mentions but no high-confidence audit rule fired,chemical_phenotype_treatment,urn:uuid:1d5cc524-b438-4494-96d0-882ce08603a4,CHEBI:32040,Pranoprofen,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0000969,Edema,biolink:PhenotypicFeature,2,0.822736,PMID:17192247,2007,abstract,tmkp:96131432a61e925d8f3d526961cb89fc6bbcea7344f3ee204f9be6728ba0f735,0.822731,pranoprofen,edema,true,true,The 0.16% pranoprofen gel containing octanoic acid as an enhancer reduced the edema size by approximately 73% compared with that of the control group.
tmkp-2026-04-21-edge-audit-batch-001-1537,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:7aa2a06f-de21-4ced-b6bb-690806146ebc,CHEBI:8347,Povidone-iodine,biolink:MolecularMixture,biolink:treats_or_applied_or_studied_to_treat,,HP:0010783,Erythema,biolink:PhenotypicFeature,1,0.898526,PMID:9438904,1997,abstract,tmkp:5047813ac291841f3d83d9b5ea2f88e499571a7d52da2e7f0c9a9f1d7a4ee65c,0.898526,povidone-iodine,Erythema,true,true,Erythema and exudation also decreased after povidone-iodine treatment in patients colonizing S. aureus at an initial density of > 1000 CFU/10 cm2.
tmkp-2026-04-21-edge-audit-batch-001-1538,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,cohort_or_exposure_context|treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:2f448eec-ea73-44a0-8c48-4a22d8c28947,CHEBI:40279,Allopurinol,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002150,Hypercalciuria,biolink:PhenotypicFeature,2,0.885641,PMID:907239,1977,abstract,tmkp:c59540535cd4678c3f84b324dc7097a996941020d0cd23ade611613b5c8fed2b,0.914941,allopurinol,hypercalciuria,true,true,"Two hundred two recurrent calcium oxalate stone-forming patients with idiopathic hypercalciuria or hyperuricosuria, or both, were treated for an average of 2.91 years (1 to 7 years) with thiazide or allopurinol, or both."
tmkp-2026-04-21-edge-audit-batch-001-1539,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,low,,evidence has co-mentions but no high-confidence audit rule fired,chemical_phenotype_treatment,urn:uuid:238ad013-5b37-49e6-8a0d-fc22e4f2fa20,CHEBI:5818,Hydroxyzine,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0000969,Edema,biolink:PhenotypicFeature,1,0.749913,PMC3546108,2013,METHODS,tmkp:0640ee6336b48e56e53a10306523acc84c07505af2db35c56551e10cd567fd76,0.749913,hydroxyzine,edema,true,true,"Allowed medications for AD were for short courses (3 days) of TCS and/or oral hydroxyzine on demand in the case of worsening pruritus, itching, edema, or oozing."
tmkp-2026-04-21-edge-audit-batch-001-1540,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,adverse_or_risk_context|list_or_cross_product_context|model_or_assay_context,evidence looks like a list context that may cross-product entities; evidence appears model or assay based,chemical_phenotype_treatment,urn:uuid:941326ba-79d3-4ba3-9ebc-0bcecb1b1604,UNII:8LGU7VM393,Rosemary oil,biolink:ChemicalEntity,biolink:treats_or_applied_or_studied_to_treat,,HP:0010783,Erythema,biolink:PhenotypicFeature,1,0.923052,PMC7782699,2020,INTRO,tmkp:95ac49d29967e10960db94f8775ebe2c7f2a93388fc296c0c77a922509c3d3e1,0.923052,rosemary,erythema,true,true,"Fermented soy crud (Sung et?al.), titrated extract of Centella asiatica (L.) Urban (Apiaceae) (Park et?al.), and carnosol from Rosmarinus officinalis L. (Lamiaceae), rosemary (Lee et?al.) were found to significantly relieve the phthalic anhydride (PA)-induced AD symptoms, including ear thickness, erythema, edoema and erosion, by regulating the inducible nitric oxide synthase (iNOS)-mediated cyclooxygenase-2 (COX-2) induction pathway, inflammatory cytokines, and immunoglobulin (Ig)E secretion."
tmkp-2026-04-21-edge-audit-batch-001-1541,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch|model_or_assay_context|treatment_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:bad1354b-1451-4ddf-8a20-51cd9e821d64,CHEBI:75958,solution,biolink:ChemicalMixture,biolink:treats_or_applied_or_studied_to_treat,,HP:0012444,Brain atrophy,biolink:PhenotypicFeature,1,0.498815,PMID:26414707,2015,abstract,tmkp:a36191c338d8d556677b7c24281aaf803bdc8af5344bd44e6145c484809b967c,0.498815,saline,brain atrophy,false,true,"Moreover, MNCs increased vessel density and migration of doublecortin-positive cells, improved motor functional recovery, spatial learning, and memory impairment, and reduced brain atrophy compared with saline-treated animals at 28 days after ICH."
